Name,Light-Years From Earth,Planet Mass,Stellar Magnitude,Discovery Date,Planet Type,Discovery Date,Mass,Planet Radius,Orbital Radius,Orbital Period,Eccentricity,Direction Method
BD-17 63 b,112,5.1 Jupiters,9.62,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7067/bd-17-63-b/
BD+20 2457 b,5023,55.59 Jupiters,9.743,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7078/bd20-2457-b/
BD+20 2457 c,5023,12.47 Jupiters,9.743,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7079/bd20-2457-c/
BD+20 274 b,4314,4.2 Jupiters,9.367,2012,https://exoplanets.nasa.gov/exoplanet-catalog/7077/bd20-274-b/
BD+20 594 b,585,22.2481 Earths,10.849,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7166/bd20-594-b/
BD+45 564 b,175,1.36 Jupiters,9.67,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7868/bd45-564-b/
BD+48 738 b,2843,0.91 Jupiters,9.139,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6565/bd48-738-b/
BD+48 740 b,2174,1.7 Jupiters,8.69,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7198/bd48-740-b/
BD+49 828 b,1442,1.6 Jupiters,9.381,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6566/bd49-828-b/
BD+55 362 b,171,0.72 Jupiters,9.38,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7873/bd55-362-b/
BD+60 1417 b,147,15 Jupiters,9.374,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8360/bd60-1417-b/
BD+63 1405 b,124,3.96 Jupiters,8.96,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7869/bd63-1405-b/
Beta Cancri b,290,7.8 Jupiters,3.51012,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7039/beta-cancri-b/
Beta Pictoris b,64,11 Jupiters,3.85,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7040/beta-pictoris-b/
Beta Pictoris c,64,9 Jupiters,3.85,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7461/beta-pictoris-c/
Beta Ursae Minoris b,126,6.1 Jupiters,2.0569,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7041/beta-ursae-minoris-b/
CD Ceti b,28,3.95 Earths,13.95,2020,https://exoplanets.nasa.gov/exoplanet-catalog/8025/cd-ceti-b/
CFBDSIR J145829+101343 b,75,10.5 Jupiters,,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6567/cfbdsir-j145829101343-b/
CFHTWIR-Oph 98 b,,7.8 Jupiters,,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7861/cfhtwir-oph-98-b/
CHXR 73 b,621,12.569 Jupiters,17.2934,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6568/chxr-73-b/
CI Tauri b,515,11.6 Jupiters,13.642,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7422/ci-tauri-b/
COCONUTS-2 b,36,6.3 Jupiters,11.298,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7945/coconuts-2-b/
CoRoT-10 b,1104,2.75 Jupiters,15.293,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1327/corot-10-b/
CoRoT-11 b,2137,2.33 Jupiters,12.897,2010,https://exoplanets.nasa.gov/exoplanet-catalog/4931/corot-11-b/
CoRoT-12 b,3674,0.917 Jupiters,15.588,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1328/corot-12-b/
CoRoT-13 b,3748,1.308 Jupiters,15.005,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1329/corot-13-b/
CoRoT-14 b,5691,7.6 Jupiters,15.932,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1330/corot-14-b/
CoRoT-16 b,2389,0.535 Jupiters,16.052,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1331/corot-16-b/
CoRoT-17 b,3837,2.43 Jupiters,16.29,2011,https://exoplanets.nasa.gov/exoplanet-catalog/4932/corot-17-b/
CoRoT-18 b,2495,3.47 Jupiters,14.868,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1332/corot-18-b/
CoRoT-19 b,2579,1.11 Jupiters,14.135,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1333/corot-19-b/
CoRoT-1 b,2570,1.03 Jupiters,13.623,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1237/corot-1-b/
CoRoT-20 b,2753,4.3 Jupiters,14.63,2011,https://exoplanets.nasa.gov/exoplanet-catalog/4933/corot-20-b/
CoRoT-20 c,2753,17 Jupiters,14.63,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6349/corot-20-c/
CoRoT-21 b,4563,2.26 Jupiters,16.058,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6429/corot-21-b/
CoRoT-22 b,2046,12.2 Earths,13.82,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1334/corot-22-b/
BD+63 1405 b,124,3.96 Jupiters,8.96,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7869/bd63-1405-b/
Beta Cancri b,290,7.8 Jupiters,3.51012,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7039/beta-cancri-b/
Beta Pictoris b,64,11 Jupiters,3.85,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7040/beta-pictoris-b/
Beta Pictoris c,64,9 Jupiters,3.85,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7461/beta-pictoris-c/
Beta Ursae Minoris b,126,6.1 Jupiters,2.0569,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7041/beta-ursae-minoris-b/
CD Ceti b,28,3.95 Earths,13.95,2020,https://exoplanets.nasa.gov/exoplanet-catalog/8025/cd-ceti-b/
CFBDSIR J145829+101343 b,75,10.5 Jupiters,,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6567/cfbdsir-j145829101343-b/
CFHTWIR-Oph 98 b,,7.8 Jupiters,,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7861/cfhtwir-oph-98-b/
CHXR 73 b,621,12.569 Jupiters,17.2934,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6568/chxr-73-b/
CI Tauri b,515,11.6 Jupiters,13.642,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7422/ci-tauri-b/
COCONUTS-2 b,36,6.3 Jupiters,11.298,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7945/coconuts-2-b/
CoRoT-10 b,1104,2.75 Jupiters,15.293,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1327/corot-10-b/
CoRoT-11 b,2137,2.33 Jupiters,12.897,2010,https://exoplanets.nasa.gov/exoplanet-catalog/4931/corot-11-b/
CoRoT-12 b,3674,0.917 Jupiters,15.588,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1328/corot-12-b/
CoRoT-13 b,3748,1.308 Jupiters,15.005,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1329/corot-13-b/
CoRoT-14 b,5691,7.6 Jupiters,15.932,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1330/corot-14-b/
CoRoT-16 b,2389,0.535 Jupiters,16.052,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1331/corot-16-b/
CoRoT-17 b,3837,2.43 Jupiters,16.29,2011,https://exoplanets.nasa.gov/exoplanet-catalog/4932/corot-17-b/
CoRoT-18 b,2495,3.47 Jupiters,14.868,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1332/corot-18-b/
CoRoT-19 b,2579,1.11 Jupiters,14.135,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1333/corot-19-b/
CoRoT-1 b,2570,1.03 Jupiters,13.623,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1237/corot-1-b/
CoRoT-20 b,2753,4.3 Jupiters,14.63,2011,https://exoplanets.nasa.gov/exoplanet-catalog/4933/corot-20-b/
CoRoT-20 c,2753,17 Jupiters,14.63,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6349/corot-20-c/
CoRoT-21 b,4563,2.26 Jupiters,16.058,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6429/corot-21-b/
CoRoT-22 b,2046,12.2 Earths,13.82,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1334/corot-22-b/
DMPP-1 c,204,9.6 Earths,7.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7549/dmpp-1-c/
DMPP-1 d,204,3.35 Earths,7.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7551/dmpp-1-d/
DMPP-1 e,204,4.13 Earths,7.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7552/dmpp-1-e/
DMPP-2 b,450,0.437 Jupiters,8.57,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7553/dmpp-2-b/
DMPP-3 A b,148,2.58 Earths,9.066,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7577/dmpp-3-a-b/
DP Leonis b,997,6.28 Jupiters,18.6837,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7017/dp-leonis-b/
DS Tucanae A b,144,1.3 Jupiters,8.17,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7427/ds-tucanae-a-b/
EPIC 201170410.02,437,1.15 Earths,17.6984,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7771/epic-20117041002/
EPIC 201238110 b,520,4.16 Earths,16.014,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7390/epic-201238110-b/
EPIC 201427007 b,2304,2.86 Earths,14.321,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8018/epic-201427007-b/
EPIC 201497682 b,825,0.26 Earths,13.948,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7391/epic-201497682-b/
EPIC 201595106 b,757,2.24 Earths,11.746,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8012/epic-201595106-b/
EPIC 201615463 c,1556,1.98 Earths,12.081,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7392/epic-201615463-c/
EPIC 201754305 d,1093,1.08 Earths,14.668,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7393/epic-201754305-d/
EPIC 201757695.02,1884,0.688 Earths,14.974,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7772/epic-20175769502/
EPIC 201833600 c,840,0.972 Earths,14.705,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7394/epic-201833600-c/
EPIC 201841433 b,1424,1.12 Earths,14.983,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7395/epic-201841433-b/
EPIC 205950854 c,796,2.27 Earths,12.365,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7396/epic-205950854-c/
EPIC 206024342 b,1207,3.53 Earths,13.096,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7397/epic-206024342-b/
EPIC 206024342 c,1207,2.54 Earths,13.096,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8023/epic-206024342-c/
EPIC 206024342 d,1207,7.27 Earths,13.096,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8022/epic-206024342-d/
EPIC 206032309 b,526,1.01 Earths,17.89,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7398/epic-206032309-b/
EPIC 206042996 b,1474,3.53 Earths,16.59,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7399/epic-206042996-b/
EPIC 206042996 c,1474,1.87 Earths,16.59,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8024/epic-206042996-c/
EPIC 206215704 b,358,0.972 Earths,17.83,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7400/epic-206215704-b/
DMPP-1 c,204,9.6 Earths,7.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7549/dmpp-1-c/
DMPP-1 d,204,3.35 Earths,7.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7551/dmpp-1-d/
DMPP-1 e,204,4.13 Earths,7.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7552/dmpp-1-e/
DMPP-2 b,450,0.437 Jupiters,8.57,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7553/dmpp-2-b/
DMPP-3 A b,148,2.58 Earths,9.066,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7577/dmpp-3-a-b/
DP Leonis b,997,6.28 Jupiters,18.6837,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7017/dp-leonis-b/
DS Tucanae A b,144,1.3 Jupiters,8.17,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7427/ds-tucanae-a-b/
EPIC 201170410.02,437,1.15 Earths,17.6984,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7771/epic-20117041002/
EPIC 201238110 b,520,4.16 Earths,16.014,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7390/epic-201238110-b/
EPIC 201427007 b,2304,2.86 Earths,14.321,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8018/epic-201427007-b/
EPIC 201497682 b,825,0.26 Earths,13.948,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7391/epic-201497682-b/
EPIC 201595106 b,757,2.24 Earths,11.746,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8012/epic-201595106-b/
EPIC 201615463 c,1556,1.98 Earths,12.081,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7392/epic-201615463-c/
EPIC 201754305 d,1093,1.08 Earths,14.668,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7393/epic-201754305-d/
EPIC 201757695.02,1884,0.688 Earths,14.974,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7772/epic-20175769502/
EPIC 201833600 c,840,0.972 Earths,14.705,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7394/epic-201833600-c/
EPIC 201841433 b,1424,1.12 Earths,14.983,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7395/epic-201841433-b/
EPIC 205950854 c,796,2.27 Earths,12.365,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7396/epic-205950854-c/
EPIC 206024342 b,1207,3.53 Earths,13.096,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7397/epic-206024342-b/
EPIC 206024342 c,1207,2.54 Earths,13.096,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8023/epic-206024342-c/
EPIC 206024342 d,1207,7.27 Earths,13.096,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8022/epic-206024342-d/
EPIC 206032309 b,526,1.01 Earths,17.89,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7398/epic-206032309-b/
EPIC 206042996 b,1474,3.53 Earths,16.59,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7399/epic-206042996-b/
EPIC 206042996 c,1474,1.87 Earths,16.59,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8024/epic-206042996-c/
EPIC 206215704 b,358,0.972 Earths,17.83,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7400/epic-206215704-b/
EPIC 206317286 b,1025,0.84 Earths,14.005,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7401/epic-206317286-b/
EPIC 206317286 c,1025,5.03 Earths,14.005,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8474/epic-206317286-c/
EPIC 211822797 b,607,4.35 Earths,15.133,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7170/epic-211822797-b/
EPIC 211945201 b,593,27 Earths,10.154,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7279/epic-211945201-b/
